iter,timestamp,n_games,rollout_seconds,n_actions,mean_turns,s1_wins,s2_wins,draws,action_recruit_pct,action_move_pct,action_attack_pct,action_end_turn_pct,action_other_pct,mean_units_end_s1,mean_units_end_s2,closest_approach_s1,closest_approach_s2,train_n_trajectories,train_n_transitions,train_loss,train_policy_loss,train_value_loss,train_entropy,train_mean_return,train_grad_norm,r_gold_killed,r_village_delta,r_damage_dealt,r_unit_recruited_cost,r_per_turn_penalty,r_leader_move_penalty,r_invalid_action,r_min_enemy_distance,r_approach_mp,r_unused_mp,r_fog_reveal,r_attack_attempt,r_unit_type_bonus,r_turn_cond_bonus,r_terminal,mean_end_gold_s1,mean_end_gold_s2,n_recruits_s1,n_recruits_s2,n_recruit_attempts_s1,n_recruit_attempts_s2
26,2026-06-13T03:30:59,2,41.63463139999658,152,22.0,0,1,1,6.0,62.666666666666664,15.333333333333334,16.0,0.0,1.0,5.0,5.0,4.0,150,150,5.04060063365614,3.322259535489138,3.4366821963340044,1.373442969944113,-0.04249389097094536,19.812904357910156,0.37,0.15000000000000002,0.0425,0.14400000000000002,,-0.20000000000000004,,-0.11090000000000011,,,,,,,0.0,149.0,63.5,1,8,1,8
27,2026-06-13T03:32:12,2,60.312149600009434,171,25.0,0,0,2,9.941520467836257,81.28654970760233,0.5847953216374269,8.187134502923977,0.0,4.5,6.0,9.0,8.5,171,171,12.014670584641863,10.06282450753497,3.903692154213786,1.6843281855685253,-0.013264703564345837,55.30848693847656,,,,0.264,,-0.12999999999999998,,-0.1481000000000003,,,,,,,,34.5,-30.0,7,10,7,10
28,2026-06-13T03:34:52,2,109.27758830002858,170,25.0,0,0,2,11.834319526627219,75.14792899408285,4.733727810650888,8.284023668639053,0.0,8.0,4.0,8.5,10.0,169,169,15.750132577493787,13.65552588365972,4.189213387668133,2.9166901991484835,-0.05264900252223015,61.42312240600586,0.24,0.1,0.037000000000000005,0.26400000000000007,,-0.08,,-0.08250000000000035,,,,,,,,27.5,97.5,14,6,14,6
29,2026-06-13T03:35:39,2,38.919672499992885,150,25.0,0,0,2,6.040268456375839,53.02013422818792,28.187919463087248,12.751677852348994,0.0,3.0,2.5,2.0,1.5,149,149,6.777742935810238,4.830889655742794,3.8937065601348877,1.3583099305661053,-0.008908338844776154,22.617780685424805,-0.16000000000000003,0.1,0.07700000000000001,0.14,,-0.12999999999999998,,-0.028799999999999916,,,,,,,,89.5,131.5,6,3,6,3
30,2026-06-13T03:37:18,2,70.84341750000021,175,25.0,0,0,2,5.747126436781609,77.01149425287356,11.494252873563218,5.747126436781609,0.0,3.0,7.0,10.5,8.5,174,174,10.152401554398239,8.164429461583495,3.975944185629487,2.3932393498783684,-0.029379142448306084,57.53424835205078,,0.05,0.015500000000000002,0.15400000000000003,,-0.17,,-0.12070000000000011,,,,,,,,91.5,-13.5,1,9,1,9
31,2026-06-13T03:38:20,2,50.427238800009945,178,25.0,0,0,2,8.98876404494382,87.07865168539325,0.5617977528089888,3.3707865168539324,0.0,4.5,5.5,10.5,9.5,178,178,13.60486205178313,11.616616974351928,3.976490154862404,1.6009196093327624,-0.023210933431982994,78.29976654052734,,0.15000000000000002,,0.26500000000000007,,-0.09999999999999999,,-0.17910000000000054,,,,,,,,40.0,12.0,7,9,7,9
32,2026-06-13T03:40:29,2,92.86604379999335,167,25.0,0,0,2,4.790419161676646,86.22754491017965,0.0,8.982035928143713,0.0,3.0,3.0,14.5,14.5,167,167,10.376253495924175,8.644073172472417,3.464360646903515,0.9958069573971776,0.003212466137483716,107.98368072509766,,,,0.136,,-0.5500000000000003,,-0.17470000000000036,,,,,,,,86.0,107.5,4,4,4,4
33,2026-06-13T03:41:03,2,30.121987499995157,135,14.5,1,1,0,7.03125,43.75,33.59375,15.625,0.0,2.0,1.0,1.0,1.0,128,128,5.3059789730468765,3.5309400061378255,3.550077933818102,1.1857259319914877,0.015625,11.609726905822754,0.94,0.15000000000000002,0.15250000000000002,0.16099999999999998,,-0.19000000000000003,,-0.020399999999999953,,,,,,,0.0,45.5,113.0,7,2,7,2
34,2026-06-13T03:43:58,2,123.62495170001057,165,25.0,0,0,2,9.696969696969697,87.27272727272727,0.0,3.0303030303030303,0.0,4.0,6.0,15.0,18.0,165,165,10.96555506810546,9.193059206008911,3.544991724193096,2.512613183017365,-0.04339563846588135,90.07520294189453,,,,0.271,,-0.03,,-0.2741000000000007,,,,,,,,36.0,12.0,6,10,6,10
35,2026-06-13T03:45:09,2,55.06338149998919,179,25.0,0,0,2,6.896551724137931,58.62068965517241,21.839080459770116,12.64367816091954,0.0,5.5,4.5,1.5,3.0,174,174,6.7601706720888615,4.794075715355575,3.9321899134665728,1.8985490565600838,0.0004177890077698976,11.328245162963867,0.09,0.05,0.06099999999999999,0.22299999999999998,,-0.07,,-0.03069999999999989,,,,,,,,2.0,26.0,7,5,7,5
